model,classifiers,parameters,auc,total_1,total_2,total_5,total_10,total_20,total_30,total_50,sample
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 10, 'penalty': 'l2'}",0.501420992119396,"              precision    recall  f1-score   support

       False       0.71      0.99      0.83     37599
        True       0.31      0.01      0.02     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.51      0.50      0.43     52637
weighted avg       0.60      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.98      0.83     37599
        True       0.28      0.02      0.04     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.50      0.50      0.43     52637
weighted avg       0.59      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.95      0.82     37599
        True       0.30      0.05      0.09     15038

   micro avg       0.69      0.69      0.69     52637
   macro avg       0.51      0.50      0.45     52637
weighted avg       0.60      0.69      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.90      0.80     37599
        True       0.29      0.10      0.15     15038

   micro avg       0.67      0.67      0.67     52637
   macro avg       0.50      0.50      0.47     52637
weighted avg       0.59      0.67      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.80      0.75     37599
        True       0.28      0.20      0.23     15038

   micro avg       0.63      0.63      0.63     52637
   macro avg       0.50      0.50      0.49     52637
weighted avg       0.59      0.63      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.70      0.71     37599
        True       0.29      0.30      0.29     15038

   micro avg       0.59      0.59      0.59     52637
   macro avg       0.50      0.50      0.50     52637
weighted avg       0.59      0.59      0.59     52637
","              precision    recall  f1-score   support

       False       0.72      0.50      0.59     37599
        True       0.29      0.50      0.37     15038

   micro avg       0.50      0.50      0.50     52637
   macro avg       0.50      0.50      0.48     52637
weighted avg       0.59      0.50      0.53     52637
",2
DT,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 10}",0.49949994849966173,"              precision    recall  f1-score   support

       False       0.71      0.99      0.83     37599
        True       0.29      0.01      0.02     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.50      0.50      0.42     52637
weighted avg       0.59      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.98      0.83     37599
        True       0.25      0.02      0.03     15038

   micro avg       0.70      0.70      0.70     52637
   macro avg       0.48      0.50      0.43     52637
weighted avg       0.58      0.70      0.60     52637
","              precision    recall  f1-score   support

       False       0.72      0.95      0.82     37599
        True       0.30      0.05      0.09     15038

   micro avg       0.69      0.69      0.69     52637
   macro avg       0.51      0.50      0.45     52637
weighted avg       0.60      0.69      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.90      0.80     37599
        True       0.28      0.10      0.15     15038

   micro avg       0.67      0.67      0.67     52637
   macro avg       0.50      0.50      0.47     52637
weighted avg       0.59      0.67      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.80      0.75     37599
        True       0.28      0.20      0.23     15038

   micro avg       0.63      0.63      0.63     52637
   macro avg       0.50      0.50      0.49     52637
weighted avg       0.59      0.63      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.70      0.71     37599
        True       0.28      0.30      0.29     15038

   micro avg       0.58      0.58      0.58     52637
   macro avg       0.50      0.50      0.50     52637
weighted avg       0.59      0.58      0.59     52637
","              precision    recall  f1-score   support

       False       0.72      0.50      0.59     37599
        True       0.29      0.50      0.36     15038

   micro avg       0.50      0.50      0.50     52637
   macro avg       0.50      0.50      0.48     52637
weighted avg       0.59      0.50      0.53     52637
",2
KNN,"KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=None, n_neighbors=5, p=2,
           weights='uniform')","{'algorithm': 'auto', 'n_neighbors': 5, 'weights': 'uniform'}",0.5020353802424781,"              precision    recall  f1-score   support

       False       0.71      0.99      0.83     37599
        True       0.29      0.01      0.02     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.50      0.50      0.42     52637
weighted avg       0.59      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.98      0.83     37599
        True       0.30      0.02      0.04     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.51      0.50      0.43     52637
weighted avg       0.60      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.95      0.82     37599
        True       0.28      0.05      0.08     15038

   micro avg       0.69      0.69      0.69     52637
   macro avg       0.50      0.50      0.45     52637
weighted avg       0.59      0.69      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.90      0.80     37599
        True       0.29      0.10      0.15     15038

   micro avg       0.67      0.67      0.67     52637
   macro avg       0.50      0.50      0.47     52637
weighted avg       0.59      0.67      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.80      0.76     37599
        True       0.29      0.20      0.24     15038

   micro avg       0.63      0.63      0.63     52637
   macro avg       0.50      0.50      0.50     52637
weighted avg       0.59      0.63      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.70      0.71     37599
        True       0.28      0.30      0.29     15038

   micro avg       0.58      0.58      0.58     52637
   macro avg       0.50      0.50      0.50     52637
weighted avg       0.59      0.58      0.59     52637
","              precision    recall  f1-score   support

       False       0.72      0.50      0.59     37599
        True       0.29      0.50      0.37     15038

   micro avg       0.50      0.50      0.50     52637
   macro avg       0.50      0.50      0.48     52637
weighted avg       0.59      0.50      0.53     52637
",2
RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=1, max_features='sqrt', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1}",0.49566382945592335,"              precision    recall  f1-score   support

       False       0.71      0.99      0.83     37599
        True       0.26      0.01      0.02     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.49      0.50      0.42     52637
weighted avg       0.59      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.98      0.83     37599
        True       0.28      0.02      0.04     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.50      0.50      0.43     52637
weighted avg       0.59      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.95      0.82     37599
        True       0.28      0.05      0.08     15038

   micro avg       0.69      0.69      0.69     52637
   macro avg       0.50      0.50      0.45     52637
weighted avg       0.59      0.69      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.90      0.80     37599
        True       0.29      0.10      0.15     15038

   micro avg       0.67      0.67      0.67     52637
   macro avg       0.50      0.50      0.47     52637
weighted avg       0.59      0.67      0.61     52637
","              precision    recall  f1-score   support

       False       0.72      0.80      0.76     37599
        True       0.29      0.20      0.24     15038

   micro avg       0.63      0.63      0.63     52637
   macro avg       0.50      0.50      0.50     52637
weighted avg       0.59      0.63      0.61     52637
","              precision    recall  f1-score   support

       False       0.72      0.70      0.71     37599
        True       0.29      0.31      0.30     15038

   micro avg       0.59      0.59      0.59     52637
   macro avg       0.50      0.50      0.50     52637
weighted avg       0.59      0.59      0.59     52637
","              precision    recall  f1-score   support

       False       0.72      0.50      0.59     37599
        True       0.29      0.50      0.37     15038

   micro avg       0.50      0.50      0.50     52637
   macro avg       0.50      0.50      0.48     52637
weighted avg       0.59      0.50      0.53     52637
",2
AB,"AdaBoostClassifier(algorithm='SAMME',
          base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'),
          learning_rate=1.0, n_estimators=1, random_state=None)","{'algorithm': 'SAMME', 'n_estimators': 1}",0.5028513561366057,"              precision    recall  f1-score   support

       False       0.71      0.99      0.83     37599
        True       0.28      0.01      0.02     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.50      0.50      0.42     52637
weighted avg       0.59      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.98      0.83     37599
        True       0.28      0.02      0.04     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.50      0.50      0.43     52637
weighted avg       0.59      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.95      0.82     37599
        True       0.29      0.05      0.09     15038

   micro avg       0.69      0.69      0.69     52637
   macro avg       0.50      0.50      0.45     52637
weighted avg       0.59      0.69      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.90      0.80     37599
        True       0.29      0.10      0.15     15038

   micro avg       0.67      0.67      0.67     52637
   macro avg       0.50      0.50      0.47     52637
weighted avg       0.59      0.67      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.80      0.76     37599
        True       0.29      0.20      0.24     15038

   micro avg       0.63      0.63      0.63     52637
   macro avg       0.50      0.50      0.50     52637
weighted avg       0.59      0.63      0.61     52637
","              precision    recall  f1-score   support

       False       0.72      0.70      0.71     37599
        True       0.29      0.30      0.30     15038

   micro avg       0.59      0.59      0.59     52637
   macro avg       0.50      0.50      0.50     52637
weighted avg       0.59      0.59      0.59     52637
","              precision    recall  f1-score   support

       False       0.71      0.50      0.59     37599
        True       0.29      0.50      0.36     15038

   micro avg       0.50      0.50      0.50     52637
   macro avg       0.50      0.50      0.48     52637
weighted avg       0.59      0.50      0.52     52637
",2
BA,"BaggingClassifier(base_estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False),
         bootstrap=True, bootstrap_features=False, max_features=1.0,
         max_samples=1.0, n_estimators=1, n_jobs=None, oob_score=False,
         random_state=None, verbose=0, warm_start=False)","{'base_estimator': LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False), 'n_estimators': 1}",0.4962093954126289,"              precision    recall  f1-score   support

       False       0.71      0.99      0.83     37599
        True       0.29      0.01      0.02     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.50      0.50      0.42     52637
weighted avg       0.59      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.98      0.83     37599
        True       0.29      0.02      0.04     15038

   micro avg       0.71      0.71      0.71     52637
   macro avg       0.50      0.50      0.43     52637
weighted avg       0.59      0.71      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.95      0.82     37599
        True       0.28      0.05      0.08     15038

   micro avg       0.69      0.69      0.69     52637
   macro avg       0.50      0.50      0.45     52637
weighted avg       0.59      0.69      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.90      0.80     37599
        True       0.28      0.10      0.15     15038

   micro avg       0.67      0.67      0.67     52637
   macro avg       0.50      0.50      0.47     52637
weighted avg       0.59      0.67      0.61     52637
","              precision    recall  f1-score   support

       False       0.71      0.80      0.75     37599
        True       0.28      0.20      0.23     15038

   micro avg       0.63      0.63      0.63     52637
   macro avg       0.50      0.50      0.49     52637
weighted avg       0.59      0.63      0.60     52637
","              precision    recall  f1-score   support

       False       0.71      0.70      0.71     37599
        True       0.29      0.30      0.29     15038

   micro avg       0.59      0.59      0.59     52637
   macro avg       0.50      0.50      0.50     52637
weighted avg       0.59      0.59      0.59     52637
","              precision    recall  f1-score   support

       False       0.72      0.50      0.59     37599
        True       0.29      0.50      0.36     15038

   micro avg       0.50      0.50      0.50     52637
   macro avg       0.50      0.50      0.48     52637
weighted avg       0.59      0.50      0.52     52637
",2
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 1e-05, 'penalty': 'l1'}",0.5,"              precision    recall  f1-score   support

       False       0.72      0.99      0.83     31600
        True       0.29      0.01      0.02     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.50      0.50      0.42     44176
weighted avg       0.59      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.98      0.83     31600
        True       0.29      0.02      0.04     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.50      0.50      0.43     44176
weighted avg       0.60      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.71      0.95      0.82     31600
        True       0.28      0.05      0.08     12576

   micro avg       0.69      0.69      0.69     44176
   macro avg       0.50      0.50      0.45     44176
weighted avg       0.59      0.69      0.61     44176
","              precision    recall  f1-score   support

       False       0.71      0.90      0.80     31600
        True       0.28      0.10      0.14     12576

   micro avg       0.67      0.67      0.67     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.67      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.80      0.76     31600
        True       0.28      0.20      0.24     12576

   micro avg       0.63      0.63      0.63     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.63      0.61     44176
","              precision    recall  f1-score   support

       False       0.71      0.70      0.71     31600
        True       0.28      0.30      0.29     12576

   micro avg       0.58      0.58      0.58     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.58      0.59     44176
","              precision    recall  f1-score   support

       False       0.71      0.50      0.59     31600
        True       0.28      0.50      0.36     12576

   micro avg       0.50      0.50      0.50     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.50      0.52     44176
",3
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 1e-05, 'penalty': 'l2'}",0.5029729522981287,"              precision    recall  f1-score   support

       False       0.72      0.99      0.83     31600
        True       0.30      0.01      0.02     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.51      0.50      0.43     44176
weighted avg       0.60      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.71      0.98      0.83     31600
        True       0.26      0.02      0.03     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.49      0.50      0.43     44176
weighted avg       0.58      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.71      0.95      0.82     31600
        True       0.28      0.05      0.08     12576

   micro avg       0.69      0.69      0.69     44176
   macro avg       0.50      0.50      0.45     44176
weighted avg       0.59      0.69      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.90      0.80     31600
        True       0.28      0.10      0.15     12576

   micro avg       0.67      0.67      0.67     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.67      0.61     44176
","              precision    recall  f1-score   support

       False       0.71      0.80      0.75     31600
        True       0.28      0.20      0.23     12576

   micro avg       0.63      0.63      0.63     44176
   macro avg       0.50      0.50      0.49     44176
weighted avg       0.59      0.63      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.70      0.71     31600
        True       0.28      0.30      0.29     12576

   micro avg       0.59      0.59      0.59     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.59      0.59     44176
","              precision    recall  f1-score   support

       False       0.71      0.50      0.59     31600
        True       0.28      0.49      0.36     12576

   micro avg       0.50      0.50      0.50     44176
   macro avg       0.50      0.49      0.47     44176
weighted avg       0.59      0.50      0.52     44176
",3
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 0.001, 'penalty': 'l1'}",0.49880649952088774,"              precision    recall  f1-score   support

       False       0.72      0.99      0.83     31600
        True       0.26      0.01      0.02     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.49      0.50      0.42     44176
weighted avg       0.58      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.98      0.83     31600
        True       0.30      0.02      0.04     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.51      0.50      0.43     44176
weighted avg       0.60      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.95      0.82     31600
        True       0.29      0.05      0.09     12576

   micro avg       0.69      0.69      0.69     44176
   macro avg       0.50      0.50      0.45     44176
weighted avg       0.59      0.69      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.90      0.80     31600
        True       0.29      0.10      0.15     12576

   micro avg       0.67      0.67      0.67     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.67      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.80      0.76     31600
        True       0.29      0.20      0.24     12576

   micro avg       0.63      0.63      0.63     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.63      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.70      0.71     31600
        True       0.29      0.30      0.29     12576

   micro avg       0.59      0.59      0.59     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.59      0.59     44176
","              precision    recall  f1-score   support

       False       0.71      0.50      0.59     31600
        True       0.28      0.50      0.36     12576

   micro avg       0.50      0.50      0.50     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.50      0.52     44176
",3
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 0.001, 'penalty': 'l2'}",0.49689661667190066,"              precision    recall  f1-score   support

       False       0.72      0.99      0.83     31600
        True       0.28      0.01      0.02     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.50      0.50      0.42     44176
weighted avg       0.59      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.98      0.83     31600
        True       0.29      0.02      0.04     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.50      0.50      0.43     44176
weighted avg       0.59      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.95      0.82     31600
        True       0.28      0.05      0.08     12576

   micro avg       0.69      0.69      0.69     44176
   macro avg       0.50      0.50      0.45     44176
weighted avg       0.59      0.69      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.90      0.80     31600
        True       0.29      0.10      0.15     12576

   micro avg       0.67      0.67      0.67     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.67      0.61     44176
","              precision    recall  f1-score   support

       False       0.71      0.80      0.75     31600
        True       0.28      0.20      0.23     12576

   micro avg       0.63      0.63      0.63     44176
   macro avg       0.50      0.50      0.49     44176
weighted avg       0.59      0.63      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.70      0.71     31600
        True       0.28      0.30      0.29     12576

   micro avg       0.59      0.59      0.59     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.59      0.59     44176
","              precision    recall  f1-score   support

       False       0.71      0.50      0.59     31600
        True       0.28      0.50      0.36     12576

   micro avg       0.50      0.50      0.50     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.50      0.52     44176
",3
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 0.1, 'penalty': 'l1'}",0.4981645519293329,"              precision    recall  f1-score   support

       False       0.72      0.99      0.83     31600
        True       0.27      0.01      0.02     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.49      0.50      0.42     44176
weighted avg       0.59      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.98      0.83     31600
        True       0.28      0.02      0.04     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.50      0.50      0.43     44176
weighted avg       0.59      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.95      0.82     31600
        True       0.28      0.05      0.08     12576

   micro avg       0.69      0.69      0.69     44176
   macro avg       0.50      0.50      0.45     44176
weighted avg       0.59      0.69      0.61     44176
","              precision    recall  f1-score   support

       False       0.71      0.90      0.80     31600
        True       0.28      0.10      0.14     12576

   micro avg       0.67      0.67      0.67     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.67      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.80      0.76     31600
        True       0.29      0.20      0.24     12576

   micro avg       0.63      0.63      0.63     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.60      0.63      0.61     44176
","              precision    recall  f1-score   support

       False       0.71      0.70      0.71     31600
        True       0.28      0.30      0.29     12576

   micro avg       0.59      0.59      0.59     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.59      0.59     44176
","              precision    recall  f1-score   support

       False       0.72      0.50      0.59     31600
        True       0.29      0.50      0.37     12576

   micro avg       0.50      0.50      0.50     44176
   macro avg       0.50      0.50      0.48     44176
weighted avg       0.60      0.50      0.53     44176
",3
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 0.1, 'penalty': 'l2'}",0.49678776205229164,"              precision    recall  f1-score   support

       False       0.72      0.99      0.83     31600
        True       0.26      0.01      0.02     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.49      0.50      0.42     44176
weighted avg       0.59      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.98      0.83     31600
        True       0.29      0.02      0.04     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.50      0.50      0.43     44176
weighted avg       0.59      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.71      0.95      0.82     31600
        True       0.27      0.05      0.08     12576

   micro avg       0.69      0.69      0.69     44176
   macro avg       0.49      0.50      0.45     44176
weighted avg       0.59      0.69      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.90      0.80     31600
        True       0.30      0.10      0.15     12576

   micro avg       0.67      0.67      0.67     44176
   macro avg       0.51      0.50      0.48     44176
weighted avg       0.60      0.67      0.62     44176
","              precision    recall  f1-score   support

       False       0.71      0.80      0.75     31600
        True       0.28      0.19      0.23     12576

   micro avg       0.63      0.63      0.63     44176
   macro avg       0.50      0.50      0.49     44176
weighted avg       0.59      0.63      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.70      0.71     31600
        True       0.29      0.30      0.29     12576

   micro avg       0.59      0.59      0.59     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.59      0.59     44176
","              precision    recall  f1-score   support

       False       0.71      0.50      0.59     31600
        True       0.28      0.50      0.36     12576

   micro avg       0.50      0.50      0.50     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.50      0.52     44176
",3
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l1'}",0.49301192043514674,"              precision    recall  f1-score   support

       False       0.71      0.99      0.83     31600
        True       0.25      0.01      0.02     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.48      0.50      0.42     44176
weighted avg       0.58      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.98      0.83     31600
        True       0.29      0.02      0.04     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.50      0.50      0.43     44176
weighted avg       0.59      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.95      0.82     31600
        True       0.28      0.05      0.08     12576

   micro avg       0.69      0.69      0.69     44176
   macro avg       0.50      0.50      0.45     44176
weighted avg       0.59      0.69      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.90      0.80     31600
        True       0.29      0.10      0.15     12576

   micro avg       0.67      0.67      0.67     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.67      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.80      0.76     31600
        True       0.29      0.20      0.24     12576

   micro avg       0.63      0.63      0.63     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.63      0.61     44176
","              precision    recall  f1-score   support

       False       0.71      0.70      0.71     31600
        True       0.28      0.30      0.29     12576

   micro avg       0.59      0.59      0.59     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.59      0.59     44176
","              precision    recall  f1-score   support

       False       0.71      0.50      0.59     31600
        True       0.28      0.50      0.36     12576

   micro avg       0.50      0.50      0.50     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.50      0.52     44176
",3
LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l2'}",0.4984730459062067,"              precision    recall  f1-score   support

       False       0.72      0.99      0.83     31600
        True       0.31      0.01      0.02     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.51      0.50      0.43     44176
weighted avg       0.60      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.72      0.98      0.83     31600
        True       0.29      0.02      0.04     12576

   micro avg       0.71      0.71      0.71     44176
   macro avg       0.50      0.50      0.43     44176
weighted avg       0.59      0.71      0.60     44176
","              precision    recall  f1-score   support

       False       0.71      0.95      0.82     31600
        True       0.28      0.05      0.08     12576

   micro avg       0.69      0.69      0.69     44176
   macro avg       0.50      0.50      0.45     44176
weighted avg       0.59      0.69      0.61     44176
","              precision    recall  f1-score   support

       False       0.71      0.90      0.80     31600
        True       0.28      0.10      0.15     12576

   micro avg       0.67      0.67      0.67     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.67      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.80      0.76     31600
        True       0.29      0.20      0.24     12576

   micro avg       0.63      0.63      0.63     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.60      0.63      0.61     44176
","              precision    recall  f1-score   support

       False       0.72      0.70      0.71     31600
        True       0.29      0.30      0.30     12576

   micro avg       0.59      0.59      0.59     44176
   macro avg       0.50      0.50      0.50     44176
weighted avg       0.59      0.59      0.59     44176
","              precision    recall  f1-score   support

       False       0.71      0.50      0.59     31600
        True       0.28      0.49      0.36     12576

   micro avg       0.50      0.50      0.50     44176
   macro avg       0.50      0.50      0.47     44176
weighted avg       0.59      0.50      0.52     44176
",3
